-0.71933,-0.76099,-0.36388,-0.54502,0.3206,0.77163,1.2161,1.5022,1.4289,1.1815,0.97069,0.059044,-0.53712,-1.104,-1.2614,-1.4172,-0.74176
-1.03,-1.0764,-0.82328,-0.94142,0.060796,0.61614,0.85599,1.1889,1.6425,1.1177,1.1559,0.71313,0.23026,-0.64018,-1.0083,-1.4117,-0.65014
-1.1482,-0.98804,-0.62263,-0.65486,-0.11057,0.51109,0.85334,1.2791,1.4723,1.2487,1.0253,0.87793,0.35502,-0.67586,-1.0744,-1.4973,-0.85082
-0.97763,-1.0799,-0.733,-0.51355,-0.13376,0.67712,1.3502,1.7014,1.5298,1.2394,0.40516,0.25874,-0.44191,-0.99016,-0.91964,-1.3234,-0.048871
-0.2952,-0.12063,-0.040383,-0.27686,0.49755,1.0492,1.1998,1.6584,1.5488,0.76342,0.34153,-0.50424,-0.96682,-1.4449,-1.2821,-1.0679,-1.0597
-0.73413,-0.58276,-0.80222,-0.35117,0.22904,1.3319,1.711,1.9321,1.4777,0.41104,-0.1501,-0.75149,-0.73685,-1.0309,-0.73053,-0.754,-0.46868
-0.49512,-0.57699,-0.1197,-0.30235,0.28285,0.3799,1.2276,1.5906,1.3005,1.1187,0.82562,0.41879,-0.42838,-1.3523,-1.5165,-1.4719,-0.88134
-0.7626,-0.6246,-0.53101,-0.7294,-0.041769,0.59439,0.94774,1.1626,1.5828,1.2113,1.2734,0.47707,0.097406,-0.90941,-1.3016,-1.5868,-0.85959
-0.73516,-0.89441,-0.87783,-0.63992,0.047655,0.17005,0.98611,1.2012,1.6458,1.5907,0.91672,0.67652,0.084467,-0.78937,-1.3104,-1.0617,-1.0105
-0.52294,-0.67085,-0.016854,-0.53358,0.41971,0.13865,0.92212,1.4816,1.61,1.055,0.85299,0.51851,-0.22892,-0.69908,-1.7964,-1.4656,-1.0644
-0.48246,-0.68003,-0.6068,-0.21524,0.28418,0.48347,0.91356,1.5103,1.3834,1.1915,0.87353,0.55389,-0.17164,-0.70429,-1.0194,-1.6335,-1.6805
-0.63761,-0.70514,-0.49789,-0.26735,0.50042,0.75246,1.2663,1.4396,1.4376,1.0582,0.94877,0.10077,-0.61457,-1.1229,-1.3461,-1.3333,-0.97927
-1.3578,-1.3403,-0.93126,-0.45022,-0.19245,0.16024,0.94973,1.0983,1.4143,1.4956,1.0415,1.0819,0.13277,-0.38562,-0.8985,-0.90309,-0.91512
-0.84502,-0.65338,-0.43484,-0.715,0.69062,0.66828,1.0167,1.493,1.8607,1.0191,0.37434,0.057163,-0.35622,-0.84617,-0.81714,-1.8315,-0.68065
-0.060895,-0.22149,0.4518,-0.20681,0.70994,0.89947,1.2547,0.88793,1.3302,0.79567,0.91017,-0.49983,-1.1,-1.8157,-1.4632,-1.2043,-0.66778
-0.22168,-0.43638,-0.74662,-0.50154,-0.3995,0.090344,0.74406,1.2173,1.4754,1.1956,1.7098,0.60799,-0.28402,-0.81145,-1.8315,-1.1501,-0.65768
-0.88539,-1.1537,-0.95768,-0.3545,-0.083802,0.4251,1.2642,0.66235,1.7227,0.99388,1.0318,0.76569,0.53342,-0.59225,-0.50499,-1.3585,-1.5085
-0.27727,-0.29539,0.54464,-0.34292,0.49111,0.88817,1.3806,1.5259,1.2972,0.47812,0.33647,-0.44705,-1.3044,-1.9189,-1.3038,-0.91069,-0.14176
-0.29905,0.1003,-0.24182,0.19304,-0.087037,0.053966,0.916,1.3477,1.8624,1.0626,0.55184,0.091739,-0.26781,-1.042,-1.4915,-2.1045,-0.64597
-0.76017,-0.68199,-0.68137,-0.72351,-0.33406,0.51329,1.0651,1.7414,1.6431,1.2625,0.85463,0.31101,-0.23885,-0.85744,-1.4555,-0.72536,-0.93269
